Область,Тергромада,Програма,Тематика,Кількість
Тернопільська,Мельнице-Подільська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Тернопільська,Мельнице-Подільська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Скала-Подільська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Тернопільська,Скала-Подільська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Тернопільська,Більче-Золотецька,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Тернопільська,Більче-Золотецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Тернопільська,Іване-Пустенська,"Програма ""U-LEAD з Європою""",Громада з нуля,6
Тернопільська,Іване-Пустенська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Тернопільська,Іване-Пустенська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Тернопільська,Бучацька,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Тернопільська,Бучацька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Тернопільська,Золотопотіцька,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Тернопільська,Золотопотіцька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Тернопільська,Золотопотіцька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Трибухівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Тернопільська,Трибухівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Тернопільська,Копичинецька,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Тернопільська,Копичинецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Тернопільська,Хоростківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Тернопільська,Хоростківська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Тернопільська,Хоростківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Гусятинська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Тернопільська,Гусятинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Тернопільська,Гусятинська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Тернопільська,Гримайлівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Тернопільська,Гримайлівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Тернопільська,Васильковецька,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Тернопільська,Васильковецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Тернопільська,Заліщицька,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Тернопільська,Заліщицька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,9
Тернопільська,Заліщицька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Тернопільська,Товстенська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Тернопільська,Товстенська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Тернопільська,Товстенська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Тернопільська,Вишнівецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Тернопільська,Вишнівецька,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Тернопільська,Збаразька,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Тернопільська,Збаразька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Тернопільська,Збаразька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Тернопільська,Зборівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Тернопільська,Зборівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Тернопільська,Залозецька,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Тернопільська,Залозецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Тернопільська,Озернянська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Тернопільська,Озернянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Тернопільська,Озернянська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Козівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Тернопільська,Козівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Тернопільська,Козівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Козлівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Тернопільська,Козлівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Тернопільська,Козлівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Тернопільська,Купчинецька,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Тернопільська,Купчинецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Тернопільська,Купчинецька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Почаївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Тернопільська,Почаївська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Тернопільська,Лопушненська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Тернопільська,Лановецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Тернопільська,Лановецька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Тернопільська,Лановецька,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Тернопільська,Борсуківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Тернопільська,Борсуківська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Тернопільська,Монастириська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Тернопільська,Монастириська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Тернопільська,Коропецька,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Тернопільська,Коропецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Тернопільська,Скалатська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Тернопільська,Скалатська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Тернопільська,Скалатська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Підволочиська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Тернопільська,Підволочиська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Тернопільська,Підволочиська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Скориківська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Тернопільська,Скориківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Тернопільська,Скориківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Тернопільська,Підгаєцька,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Тернопільська,Підгаєцька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Тернопільська,Підгаєцька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Тернопільська,Теребовлянська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Тернопільська,Теребовлянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Тернопільська,Теребовлянська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Микулинецька,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Тернопільська,Микулинецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Тернопільська,Золотниківська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Тернопільська,Золотниківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Тернопільська,Іванівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Тернопільська,Іванівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Великобірківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Тернопільська,Великобірківська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Тернопільська,Великобірківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Байковецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,7
Тернопільська,Байковецька,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Тернопільська,Білецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Тернопільська,Білецька,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Тернопільська,Білецька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Тернопільська,Великогаївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Тернопільська,Великогаївська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Тернопільська,Великоберезовицька,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Тернопільська,Великоберезовицька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Тернопільська,Заводська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Тернопільська,Заводська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Тернопільська,Білобожницька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Тернопільська,Білобожницька,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Тернопільська,Білобожницька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Тернопільська,Колиндянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Тернопільська,Колиндянська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Тернопільська,Нагірянська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Тернопільська,Нагірянська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Тернопільська,Шумська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Тернопільська,Шумська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Тернопільська,Великодедеркальська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Тернопільська,Великодедеркальська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Тернопільська,Великодедеркальська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Харківська,Харківська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Харківська,Харківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,10
Харківська,Ізюмська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Харківська,Ізюмська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Харківська,Куп’янська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Харківська,Куп’янська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Харківська,Лозівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,9
Харківська,Лозівська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Харківська,Люботинська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Харківська,Люботинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,9
Харківська,Первомайська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Харківська,Первомайська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Харківська,Чугуївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,9
Харківська,Чугуївська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Харківська,Балаклійська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Харківська,Балаклійська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Харківська,Савинська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Харківська,Савинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Харківська,Донецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,8
Харківська,Донецька,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Харківська,Барвінківська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Харківська,Барвінківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Харківська,Близнюківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Харківська,Близнюківська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Харківська,Богодухівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Харківська,Богодухівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Харківська,Борівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Харківська,Борівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Харківська,Валківська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Харківська,Валківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Харківська,Великобурлуцька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,7
Харківська,Великобурлуцька,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Харківська,Вовчанська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Харківська,Вовчанська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Харківська,Старосалтівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Харківська,Старосалтівська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Харківська,Зміївська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Харківська,Слобожанська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Харківська,Слобожанська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Харківська,Дворічанська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Харківська,Дворічанська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Харківська,Дергачівська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Харківська,Дергачівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Харківська,Малоданилівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,6
Харківська,Малоданилівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Харківська,Солоницівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Харківська,Солоницівська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Харківська,Зачепилівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,11
Харківська,Зачепилівська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Харківська,Золочівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,6
Харківська,Золочівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Харківська,Куньєвська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Харківська,Оскільська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Харківська,Оскільська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Харківська,Кегичівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Харківська,Коломацька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,7
Харківська,Коломацька,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Харківська,Красноградська,"Програма ""U-LEAD з Європою""",Громада з нуля,6
Харківська,Красноградська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,7
Харківська,Наталинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,7
Харківська,Наталинська,"Програма ""U-LEAD з Європою""",Громада з нуля,6
Харківська,Краснокутська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Харківська,Кіндрашівська,"Програма ""U-LEAD з Європою""",Громада з нуля,8
Харківська,Кіндрашівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Харківська,Курилівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Харківська,Курилівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Харківська,Петропавлівська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Харківська,Нововодолазька,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Харківська,Нововодолазька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,6
Харківська,Старовірівська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Харківська,Старовірівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Харківська,Олексіївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Харківська,Олексіївська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Харківська,Біляївська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Харківська,Печенізька,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Харківська,Печенізька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Харківська,Сахновщинська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Харківська,Мереф’янська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Харківська,Мереф’янська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Харківська,Південноміська,"Програма ""U-LEAD з Європою""",Громада з нуля,6
Харківська,Південноміська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Харківська,Безлюдівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Харківська,Височанська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Харківська,Пісочинська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Харківська,Пісочинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Харківська,Роганська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Харківська,Роганська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Харківська,Липецька,"Програма ""U-LEAD з Європою""",Громада з нуля,6
Харківська,Липецька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,7
Харківська,Циркунівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Харківська,Циркунівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Харківська,Малинівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Харківська,Малинівська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Харківська,Новопокровська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,6
Харківська,Новопокровська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Харківська,Новопокровська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Харківська,Чкаловська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Харківська,Чкаловська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Харківська,Чкаловська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Харківська,Шевченківська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Херсонська,Херсонська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Херсонська,Херсонська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Херсонська,Голопристанська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,3
Херсонська,Каховська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Херсонська,Каховська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Херсонська,Новокаховська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Херсонська,Новокаховська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Херсонська,Таврійська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Херсонська,Таврійська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Херсонська,Білозерська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Херсонська,Дар’ївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Херсонська,Дар’ївська,"Програма ""U-LEAD з Європою""",Громада з нуля,7
Херсонська,Музиківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Херсонська,Станіславська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Херсонська,Станіславська,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Херсонська,Станіславська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Херсонська,Чорнобаївська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Херсонська,Чорнобаївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Херсонська,Бериславська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Херсонська,Бериславська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Херсонська,Бериславська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Херсонська,Милівська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Херсонська,Милівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Херсонська,Милівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Херсонська,Новорайська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Херсонська,Новорайська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Херсонська,Тягинська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,4
Херсонська,Тягинська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Херсонська,Великоолександрівська,"Програма ""U-LEAD з Європою""",Громада з нуля,5
Херсонська,Великоолександрівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Херсонська,Борозенська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Херсонська,Великолепетиська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Херсонська,Великолепетиська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Херсонська,Рубанівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Херсонська,Верхньорогачицька,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Херсонська,Верхньорогачицька,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Херсонська,Верхньорогачицька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Херсонська,Високопільська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Херсонська,Кочубеївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Херсонська,Бехтерська,"Програма ""U-LEAD з Європою""",Громада з нуля,1
Херсонська,Чулаківська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Херсонська,Чулаківська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Херсонська,Горностаївська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,2
Херсонська,Горностаївська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Херсонська,Костянтинівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Херсонська,Іванівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,2
Херсонська,Іванівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Херсонська,Любимівська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Херсонська,Любимівська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Херсонська,Тавричанська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Херсонська,Тавричанська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
Херсонська,Зеленопідська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,5
Херсонська,Зеленопідська,"Програма ""U-LEAD з Європою""",Громада з нуля,2
Херсонська,Зеленопідська,"Програма ""U-LEAD з Європою""",Навчання з надання послуг і управління інфраструктурою на місцевому рівні,1
Херсонська,Нижньосірогозька,"Програма ""U-LEAD з Європою""",Громада з нуля,4
Херсонська,Нижньосірогозька,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,1
Херсонська,Нововоронцовська,"Програма ""U-LEAD з Європою""",Громада з нуля,3
Херсонська,Нововоронцовська,"Програма ""U-LEAD з Європою""",Навчання загального управлінського характеру,3
